iter	Logloss
420	0.4066049138
421	0.4060756371
422	0.4057146332
423	0.405250776
424	0.4048461338
425	0.4043673703
426	0.4039373074
427	0.4035685069
428	0.4028930344
429	0.4024453103
430	0.4020579175
431	0.4016338604
432	0.4013096488
433	0.4008973648
434	0.4004877367
435	0.4001931914
436	0.399817312
437	0.3992589083
438	0.3989347985
439	0.3984424619
440	0.3979671372
441	0.3974300216
442	0.3969377031
443	0.3965774772
444	0.3960118173
445	0.3954097145
446	0.395009101
447	0.3945630415
448	0.3942203841
449	0.393845454
450	0.3933691352
451	0.3929724664
452	0.3924319358
453	0.3920308969
454	0.3917010772
455	0.3913572159
456	0.390738679
457	0.3903429186
458	0.3896960685
459	0.3893025979
460	0.388903337
461	0.3885271567
462	0.3881281074
463	0.3877341625
464	0.3872842373
465	0.3867394289
466	0.3865248149
467	0.3859606407
468	0.385501993
469	0.3852177758
470	0.3847773025
471	0.3843089259
472	0.3836945948
473	0.3831701306
474	0.3827861633
475	0.3822466412
476	0.3819375382
477	0.3813242194
478	0.3809200306
479	0.3805923772
480	0.3801362601
481	0.3796098657
482	0.3792517091
483	0.3787187804
484	0.3782471944
485	0.3777401
486	0.3773322583
487	0.3769226376
488	0.3764796371
489	0.3761936622
490	0.375763113
491	0.3754035478
492	0.374851332
493	0.3744012008
494	0.3738986402
495	0.373258991
496	0.3729552457
497	0.3725648406
498	0.3721403697
499	0.3716341265
500	0.3712256438
501	0.3706761008
502	0.3703450182
503	0.3699184021
504	0.3693970644
505	0.3688133977
506	0.3684327418
507	0.3679958073
508	0.3675130013
509	0.3671628158
510	0.3667268652
511	0.3664180346
512	0.3660292039
513	0.3656713547
514	0.3651854925
515	0.3649817026
516	0.3645402251
517	0.3642719764
518	0.3639927881
519	0.3634740834
520	0.3630841141
521	0.3624974682
522	0.3618811014
523	0.3615053017
524	0.3612303286
525	0.3608217054
526	0.3603428168
527	0.3598046172
528	0.3594507966
529	0.3589441427
530	0.3584547436
531	0.3580201035
532	0.357641901
533	0.3570994421
534	0.3564093006
535	0.3559895601
536	0.3554625317
537	0.3548765229
538	0.3544558944
539	0.3542058499
540	0.353678742
541	0.3531011796
542	0.3527130695
543	0.3522861444
544	0.3517750997
545	0.351231396
546	0.3507505967
547	0.350195459
548	0.3497766347
549	0.3493164863
550	0.3489329714
551	0.3485865901
552	0.3481843214
553	0.3476049498
554	0.3472245517
555	0.3467429958
556	0.3464147415
557	0.3459986057
558	0.3454591947
559	0.3449944064
560	0.3445091648
561	0.3441644513
562	0.3438171084
563	0.3432815451
564	0.3427116065
565	0.3423689258
566	0.3418439833
567	0.3414252758
568	0.340823771
569	0.340396955
570	0.3398989411
571	0.3393400391
572	0.3390518825
573	0.3384340909
574	0.3379129647
575	0.3374800488
576	0.3368969757
577	0.3366233166
578	0.3362740962
579	0.3358998155
580	0.3354823611
581	0.3350393196
582	0.3346493725
583	0.3341434847
584	0.333711644
585	0.3331995757
586	0.3326271697
587	0.3321652406
588	0.3316794421
589	0.3311298945
590	0.3307720283
591	0.3303202548
592	0.3297755069
593	0.3293917251
594	0.3288822404
595	0.3284491446
596	0.3281153773
597	0.3277480266
598	0.3271388717
599	0.3266281115
600	0.3261818618
601	0.3258173575
602	0.3255100984
603	0.3250735893
604	0.3245441409
605	0.3241082032
606	0.3236625107
607	0.3231931529
608	0.3228884052
609	0.3223828186
610	0.3218989399
611	0.3215112719
612	0.3211031376
613	0.3206701254
614	0.3202734448
615	0.3199458146
616	0.3196132334
617	0.3192229928
618	0.3188521396
619	0.3185646883
620	0.3180950513
621	0.3176526252
622	0.3173527081
623	0.3168090317
624	0.316368583
625	0.3160217329
626	0.3155599723
627	0.3149346727
628	0.314608043
629	0.3141844407
630	0.313711989
631	0.3132369815
632	0.3128089273
633	0.3123435603
634	0.3117316679
635	0.3111763918
636	0.3107098432
637	0.3103605413
638	0.3099447949
639	0.3095580707
640	0.3091526308
641	0.3087527529
642	0.308242731
643	0.3077380618
644	0.3074064511
645	0.3069596846
646	0.3065191241
647	0.3061387248
648	0.305665548
649	0.3053397156
650	0.3048184635
651	0.3044665136
652	0.3041707544
653	0.3038151078
654	0.3034627233
655	0.303067656
656	0.3025703197
657	0.3020779354
658	0.3016688334
659	0.3014569847
660	0.3011003535
661	0.3007482761
662	0.3003423553
663	0.2999697575
664	0.2997450073
665	0.2993604336
666	0.2990258989
667	0.2987092547
668	0.2982916246
669	0.2978747924
670	0.2976685462
671	0.2972779778
672	0.2968165288
673	0.2965098029
674	0.2960714189
675	0.2957331943
676	0.2953657905
677	0.2949306612
678	0.2946360447
679	0.2942290421
680	0.2939731327
681	0.2934330661
682	0.2930933038
683	0.2928054111
684	0.2924009149
685	0.2920415124
686	0.291682204
687	0.291313494
688	0.2908940922
689	0.2904155137
690	0.2899400112
691	0.2896126041
692	0.2892209561
693	0.2886413876
694	0.2882296306
695	0.2879233939
696	0.2876135269
697	0.2872757098
698	0.2868764871
699	0.2865421936
700	0.2860533696
701	0.285667456
702	0.2853214479
703	0.2850627697
704	0.2846827146
705	0.2843323641
706	0.2840210736
707	0.2836421496
708	0.2833695007
709	0.2830076375
710	0.2826814059
711	0.282358379
712	0.2819549602
713	0.281613271
714	0.2813902268
715	0.2811592153
716	0.2808395863
717	0.2805291385
718	0.2802153525
719	0.2798981553
720	0.2795604947
721	0.2791223224
722	0.2787630311
723	0.2784490937
724	0.2781114776
725	0.2776427767
726	0.2772733009
727	0.2769129625
728	0.2764860913
729	0.2761299946
730	0.2757834873
731	0.2754128931
732	0.2751345944
733	0.2748318811
734	0.274499434
735	0.2741072106
736	0.2737700364
737	0.2735628395
738	0.2730930551
739	0.2727409488
740	0.2723563288
741	0.2719955577
742	0.2716198228
743	0.2713156989
744	0.2710421619
745	0.2706447683
746	0.2703638398
747	0.2699672409
748	0.2695601436
749	0.2692306954
750	0.2689138506
751	0.2686000713
752	0.268341133
753	0.2680355785
754	0.2676828526
755	0.2672442883
756	0.2669100694
757	0.2665537134
758	0.2661282681
759	0.2658243432
760	0.2655204695
761	0.2653072096
762	0.2651025309
763	0.2646711253
764	0.2642816066
765	0.2639186443
766	0.263672889
767	0.2633977919
768	0.2631793908
769	0.2627862309
770	0.2625030222
771	0.2622397345
772	0.2620163337
773	0.2616587488
774	0.2613463404
775	0.2610088232
776	0.2605947825
777	0.2603775812
778	0.2601231841
779	0.2598036782
780	0.259566476
781	0.2591787234
782	0.2587633631
783	0.2584498265
784	0.2580722037
785	0.2576809903
786	0.2574260671
787	0.2570646321
788	0.2567081535
789	0.2563392674
790	0.2560525032
791	0.2558136545
792	0.2555690858
793	0.2552843194
794	0.2550388776
795	0.2547465678
796	0.254526717
797	0.2542990262
798	0.253966219
799	0.2537227762
800	0.2533215058
801	0.2530817267
802	0.2527871507
803	0.2524850846
804	0.2522519747
805	0.2518765457
806	0.2515623294
807	0.2512015873
808	0.2509590267
809	0.2505955043
810	0.2502577466
811	0.2500341833
812	0.2497340024
813	0.2494596817
814	0.249066484
815	0.2487072914
816	0.2484707564
817	0.2481033144
818	0.2478294203
819	0.247512865
820	0.2473313855
821	0.2469743801
822	0.2466516395
823	0.2463137541
824	0.2459875828
825	0.245640126
826	0.2452663207
827	0.2448897392
828	0.2444615366
829	0.2440942628
830	0.2437709253
831	0.2434742918
832	0.2431437635
833	0.2428597056
834	0.2426603067
835	0.2422974963
836	0.2420406238
837	0.2417594006
838	0.2414937738
839	0.2411586186
840	0.2408916248
841	0.2406201321
842	0.2403137775
843	0.2401274104
844	0.2398069152
845	0.2395903506
846	0.2393406037
847	0.2390986992
848	0.2388212207
849	0.2384912073
850	0.2381986186
851	0.237834703
852	0.2375669364
853	0.2372366145
854	0.2369791146
855	0.2367620591
856	0.236447273
857	0.2362728704
858	0.2360023327
859	0.2357281276
860	0.2355064243
861	0.2352338714
862	0.2349635963
863	0.234684007
864	0.2343163274
865	0.2340645282
866	0.2337618271
867	0.2335654654
868	0.2332440266
869	0.233013824
870	0.2327643413
871	0.2325066786
872	0.2322775129
873	0.2320225425
874	0.2317959599
875	0.2314929667
876	0.2312219291
877	0.2308809664
878	0.2305919918
879	0.2303540155
880	0.230140513
881	0.2297874937
882	0.2294634942
883	0.2291786063
884	0.2289563098
885	0.2287178788
886	0.2284490004
887	0.2282129943
888	0.2279370299
889	0.2277038148
890	0.2274514655
891	0.2272293824
892	0.2269614862
893	0.2266337109
894	0.2262584756
895	0.2259255191
896	0.225640775
897	0.2254915513
898	0.2252824138
899	0.2250644341
900	0.2248831993
901	0.2245592367
902	0.2242263068
903	0.2239615694
904	0.2236346892
905	0.2234045157
906	0.2230762279
907	0.2228717862
908	0.2225787194
909	0.2222998644
910	0.2220919038
911	0.2218200851
912	0.2215593177
913	0.2212826331
914	0.2210060055
915	0.2207968227
916	0.2205161831
917	0.2202974647
918	0.2199688486
919	0.2197498108
920	0.2194066463
921	0.219196788
922	0.2189879136
923	0.2187237158
924	0.2184814038
925	0.2182098034
926	0.2179402914
927	0.2176740624
928	0.2173814384
929	0.2171647715
930	0.2168828043
931	0.2166115523
932	0.2163453885
933	0.2160568315
934	0.2157702173
935	0.2156109932
936	0.2153130948
937	0.2150780112
938	0.2147603825
939	0.2145324173
940	0.2142747857
941	0.2140755583
942	0.2137985871
943	0.2135659281
944	0.2133590813
945	0.2130797686
946	0.2127979829
947	0.2125607331
948	0.21238533
949	0.2120938328
950	0.2118521965
951	0.2115748864
952	0.2112991843
953	0.2110903159
954	0.210858389
955	0.2105732514
956	0.2103484777
957	0.2101500237
958	0.2098555549
959	0.2095909063
960	0.2093280878
961	0.2091015653
962	0.208793568
963	0.2085029312
964	0.2082655356
965	0.2080197798
966	0.2078243125
967	0.2076451439
968	0.2075056405
969	0.207293566
970	0.2071612813
971	0.2069242411
972	0.2067242772
973	0.2065113615
974	0.2062362905
975	0.2060253036
976	0.2058165688
977	0.2055518535
978	0.20529345
979	0.2050022987
980	0.204718111
981	0.2044978686
982	0.2042957638
983	0.2040781454
984	0.203913924
985	0.2035969787
986	0.2033579919
987	0.2030504055
988	0.2027116534
989	0.2025175645
990	0.2023171421
991	0.2021307568
992	0.2018720878
993	0.2016047187
994	0.2013506182
995	0.201097927
996	0.2008371624
997	0.2005947388
998	0.2003937038
999	0.2001723084
